index,State,Commute Mode Share - Auto: Raw Value,Commute Mode Share - Auto: Score,Commute Mode Share - Transit: Raw Value,Commute Mode Share - Transit: Score,Commute Mode Share - Bicycle: Raw Value,Commute Mode Share - Bicycle: Score,Commute Mode Share - Walk: Raw Value,Commute Mode Share - Walk: Score,Complete Streets Policies: Raw Value,Complete Streets Policies: Score,"DUI/DWI Fatalities per 10,000 Residents: Raw Value","DUI/DWI Fatalities per 10,000 Residents: Score",Person Miles of Travel by Private Vehicle: Raw Value,Person Miles of Travel by Private Vehicle: Score,Person Miles of Travel by Walking: Raw Value,Person Miles of Travel by Walking: Score,Physical Activity from Transportation: Raw Value,Physical Activity from Transportation: Score,Proximity to Major Roadways: Raw Value,Proximity to Major Roadways: Score,"Road Traffic Fatalities per 100,000 Residents - Auto: Raw Value","Road Traffic Fatalities per 100,000 Residents - Auto: Score","Road Traffic Fatalities per 100,000 Residents - Bicycle: Raw Value","Road Traffic Fatalities per 100,000 Residents - Bicycle: Score","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Raw Value","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Score",Road Traffic Fatalities Exposure Rate - Auto: Raw Value,Road Traffic Fatalities Exposure Rate - Auto: Score,Road Traffic Fatalities Exposure Rate - Bicycle: Raw Value,Road Traffic Fatalities Exposure Rate - Bicycle: Score,Road Traffic Fatalities Exposure Rate - Pedestrian: Raw Value,Road Traffic Fatalities Exposure Rate - Pedestrian: Score,Seat Belt Use: Raw Value,Seat Belt Use: Score,Transit Trips per Capita: Raw Value,Transit Trips per Capita: Score,Use of Federal Funds for Bicycle and Pedestrian Efforts: Raw Value,Use of Federal Funds for Bicycle and Pedestrian Efforts: Score,Vehicle Miles Traveled per Capita: Raw Value,Vehicle Miles Traveled per Capita: Score,Unnamed: 41,Unnamed: 42,Unnamed: 43
610,"Hammond, LA",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"Hanford, CA",23.394094,83.008622,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"Hanover, PA",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"Harlingen, TX",[no data],[no data],22.3,46.330335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"Harrisburg, PA",6.475294,41.045471,23.4,41.194251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"Harrisonburg, VA",31.236524,88.882273,20.4,56.228336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"Hartford, CT",18.286679,76.671248,24.0,38.164597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"Hattiesburg, MS",[no data],[no data],25.7,31.227508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"Hazleton, PA",[no data],[no data],17.2,73.429793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,"Hemet, CA",[no data],[no data],8.4,99.591446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"Hickory, NC",1.12538,3.324525,32.9,11.973394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"High Point, NC",5.520617,35.456899,29.9,18.221751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"Hilton Head Island, SC",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,"Hinesville, GA",[no data],[no data],16.4,77.988966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,"Holland, MI",4.184469,26.507663,17.4,72.55262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,"Homosassa Springs-Beverly Hills-Citrus Springs, FL",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"Hot Springs, AR",3.748118,23.299618,25.4,32.30518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Houma, LA",1.217601,3.89761,24.7,35.536393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"Houston, TX",16.47446,73.634553,21.8,48.939229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"Huntington, WV-KY-OH",5.190562,33.371088,23.1,42.392928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"Huntsville, AL",1.43185,5.329813,28.2,22.731233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,"Idaho Falls, ID",1.48678,5.715954,14.5,86.675711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"Indianapolis, IN",6.394897,40.599426,31.2,15.180388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Indio-Cathedral City, CA",12.024712,63.407577,20.4,56.306069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"Iowa City, IA",62.737172,96.865664,17.7,71.20847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"Ithaca, NY",74.825292,97.848385,18.5,66.64763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,"Jackson, MI",6.952264,43.603289,23.8,39.076809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"Jackson, MS",1.594979,6.49505,42.9,2.766731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,"Jackson, TN",8.642181,51.555555,32.8,12.110666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"Jacksonville, FL",11.865354,62.945212,29.5,19.066519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,"Jacksonville, NC",[no data],[no data],21.4,50.787371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"Janesville, WI",6.59795,41.717567,21.4,50.768905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"Jefferson City, MO",6.222131,39.625981,29.7,18.574791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"Johnson City, TN",5.264294,33.844094,25.8,30.978076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,"Johnstown, PA",18.503492,77.001579,15.6,81.943186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Jonesboro, AR",[no data],[no data],25.1,33.635516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"Joplin, MO",1.580187,6.387209,24.9,34.327331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,"Kahului, HI",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"Kailua (Honolulu County)-Kaneohe, HI",[no data],[no data],18.1,68.67582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,"Kalamazoo, MI",13.228709,66.654625,24.1,37.752171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"Kankakee, IL",10.161609,57.452235,16.8,75.74358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,"Kansas City, MO-KS",11.06352,60.491002,29.0,20.621112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,"Kennewick-Pasco, WA",22.949165,82.558287,16.7,76.253029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,"Kenosha, WI-IL",13.046492,66.189658,16.3,78.451249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"Killeen, TX",3.799568,23.684711,15.0,84.477462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,"Kingsport, TN-VA",1.212337,3.86412,31.8,13.960611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,"Kingston, NY",[no data],[no data],59.8,0.223094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,"Kissimmee, FL",[no data],[no data],21.5,50.540642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"Knoxville, TN",6.144486,39.18177,29.2,19.945484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,"Kokomo, IN",5.279663,33.942174,22.4,46.113877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,"La Crosse, WI-MN",13.855732,68.188285,20.0,58.292227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,"Lady Lake-The Villages, FL",[no data],[no data],16.6,76.555355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,"Lafayette, IN",35.700795,91.038035,15.7,81.36607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,"Lafayette, LA",5.948085,38.039249,23.2,41.816697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,"Lafayette-Louisville-Erie, CO",[no data],[no data],17.3,73.297944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Lake Charles, LA",[no data],[no data],26.8,27.463386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,"Lake Havasu City, AZ",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"Lake Jackson-Angleton, TX",[no data],[no data],21.1,52.450817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"Lakeland, FL",8.385505,50.450132,25.1,33.573114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Lancaster, PA",5.468602,35.13356,17.2,73.815725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"Lancaster-Palmdale, CA",8.486925,50.890995,16.8,75.714908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Lansing, MI",37.70301,91.823039,21.2,51.90869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,"Laredo, TX",13.598609,67.571502,13.4,90.794634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"Las Cruces, NM",5.363919,34.476747,21.0,53.236137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"Las Vegas-Henderson, NV",30.056081,88.196663,17.9,69.659213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,"Lawrence, KS",32.020488,89.308074,17.5,72.256049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Lawton, OK",4.586214,29.339568,20.0,58.239936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Lebanon, PA",4.827076,30.979405,10.8,97.333406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,"Lee's Summit, MO",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Leesburg-Eustis-Tavares, FL",3.422493,20.823265,24.1,37.773951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,"Leominster-Fitchburg, MA",8.377223,50.413894,22.6,45.011958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,"Lewiston, ID-WA",[no data],[no data],13.8,89.289272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,"Lewiston, ME",9.820361,56.217899,25.1,33.760997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,"Lexington Park-California-Chesapeake Ranch Estates, MD",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,"Lexington-Fayette, KY",20.332595,79.547344,19.4,61.56378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,"Lima, OH",3.303959,19.906276,23.2,42.147046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,"Lincoln, NE",7.494618,46.335843,19.1,63.257653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,"Little Rock, AR",6.458919,40.954974,31.6,14.338669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,"Livermore, CA",[no data],[no data],31.8,13.891633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,"Lodi, CA",3.037621,17.820142,18.6,66.352742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,"Logan, UT",22.014466,81.557381,19.1,63.162068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Lompoc, CA",4.026481,25.361574,9.0,99.296717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,"Longmont, CO",[no data],[no data],13.3,91.249714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,"Longview, TX",1.876947,8.615215,21.6,49.894447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,"Longview, WA-OR",7.061546,44.168584,21.8,48.698596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,"Lorain-Elyria, OH",0.49128,0.470061,34.4,9.689208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,"Los Angeles-Long Beach-Anaheim, CA",54.455692,95.829723,22.3,46.444043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,"Los Lunas, NM",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,"Louisville/Jefferson County, KY-IN",15.539419,71.850331,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Lubbock, TX",16.157165,73.047171,19.7,60.187805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,"Lynchburg, VA",23.417298,83.031669,25.6,31.797626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"Macon, GA",5.930072,37.933094,36.7,6.919776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,"Madera, CA",[no data],[no data],2.9,99.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,"Madison, WI",37.825181,91.867898,17.6,71.485606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Manchester, NH",3.006118,17.571343,22.9,43.604388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,"Mandeville-Covington, LA",[no data],[no data],23.3,41.450996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,"Manhattan, KS",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Mankato, MN",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,"Mansfield, OH",3.681063,22.795113,24.8,34.843594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Manteca, CA",[no data],[no data],9.3,99.055073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,"Marysville, WA",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Mauldin-Simpsonville, SC",[no data],[no data],15.4,82.544293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,"McAllen, TX",0.841903,1.77808,17.6,71.458948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,"McKinney, TX",0.361701,0.199718,14.7,85.651928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Medford, OR",7.246189,45.106671,17.8,70.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,"Memphis, TN-MS-AR",10.015367,56.929232,25.1,33.678283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,"Merced, CA",7.355679,45.65301,15.8,80.927081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,"Miami, FL",29.196262,87.660719,22.9,43.539863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Michigan City-La Porte, IN-MI",0.567967,0.687443,33.9,10.403212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,"Middletown, NY",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"Middletown, OH",2.252238,11.560232,21.2,51.876608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,"Midland, MI",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"Midland, TX",[no data],[no data],20.7,54.739938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,"Milwaukee, WI",33.831465,90.21081,20.2,57.335933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,"Minneapolis-St. Paul, MN-WI",35.427837,90.92327,24.4,36.414937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Mission Viejo-Lake Forest-San Clemente, CA",[no data],[no data],21.5,50.237746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,"Missoula, MT",15.627396,72.025233,17.0,74.549663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,"Mobile, AL",3.647339,22.540281,33.3,11.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Modesto, CA",9.85895,56.359945,16.0,79.759547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,"Monessen-California, PA",5.199286,33.427263,19.1,63.405163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,"Monroe, LA",10.201402,57.593023,26.6,28.001127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Monroe, MI",[no data],[no data],32.0,13.536052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,"Montgomery, AL",4.562971,29.179011,33.5,11.071986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,"Morgantown, WV",15.76688,72.299451,18.2,68.349184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,"Morristown, TN",[no data],[no data],26.3,29.234891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,"Mount Vernon, WA",12.551218,64.87934,22.6,44.862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,"Muncie, IN",21.934202,81.467784,21.8,48.75151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,"Murfreesboro, TN",1.700093,7.272149,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,"Murrieta-Temecula-Menifee, CA",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,"Muskegon, MI",5.492932,35.285045,22.6,44.943287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,"Myrtle Beach-Socastee, SC-NC",3.362687,20.361564,24.6,35.68549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,"Nampa, ID",[no data],[no data],18.2,68.339502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,"Napa, CA",9.537259,55.156002,14.2,87.748861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,"Nashua, NH-MA",2.188163,11.051463,21.6,49.855423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,"Nashville-Davidson, TN",9.432263,54.753132,35.8,7.943849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,"New Bedford, MA",11.56093,62.039095,18.1,68.713394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,"New Bern, NC",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"New Haven, CT",16.068894,72.880534,24.0,38.451014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,"New Orleans, LA",27.681802,86.633303,16.4,77.851526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,"New York-Newark, NY-NJ-CT",223.401678,99.877311,15.6,81.799118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,"Newark, OH",2.288742,11.85075,21.5,50.377742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Norman, OK",9.831758,56.259916,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,"North Port-Port Charlotte, FL",0.386337,0.241598,27.1,26.383433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,"Norwich-New London, CT-RI",5.513648,35.41369,28.6,21.759315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,"Ocala, FL",[no data],[no data],29.6,19.011254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,"Odessa, TX",3.988766,25.085348,21.3,51.67084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,"Ogden-Layton, UT",[no data],[no data],20.0,58.439757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,"Oklahoma City, OK",3.222848,19.274518,36.7,6.930446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,"Olympia-Lacey, WA",30.226422,88.299074,23.4,41.056129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,"Omaha, NE-IA",5.548353,35.628491,18.6,65.89882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Orlando, FL",18.552071,77.074704,27.4,25.273373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,"Oshkosh, WI",13.825089,68.11564,19.1,63.149488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,"Owensboro, KY",[no data],[no data],19.3,62.034847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,"Oxnard, CA",12.086533,63.584784,21.0,52.818528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,"Palm Bay-Melbourne, FL",5.434958,34.923352,29.7,18.624429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,"Palm Coast-Daytona Beach-Port Orange, FL",11.050123,60.448102,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Panama City, FL",7.015634,43.932011,29.7,18.753517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,"Parkersburg, WV-OH",6.497196,41.166223,22.1,47.55977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Pascagoula, MS",[no data],[no data],37.0,6.592299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,"Pensacola, FL-AL",4.041557,25.471708,34.7,9.258426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,"Peoria, IL",11.063198,60.489974,20.5,55.485184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,"Petaluma, CA",3.581572,22.041248,8.0,99.724116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,"Philadelphia, PA-NJ-DE-MD",70.034367,97.515155,18.2,68.139326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,"Phoenix-Mesa, AZ",18.900949,77.590537,21.4,51.148734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,"Pine Bluff, AR",[no data],[no data],26.1,29.934829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Pittsburgh, PA",37.826563,91.868404,19.1,63.475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,"Pittsfield, MA",10.275015,57.851772,17.0,74.813891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,"Pocatello, ID",6.805713,42.833233,17.8,70.458921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,"Port Arthur, TX",0.900424,2.066898,[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,"Port Huron, MI",16.005786,72.760522,20.4,56.404275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,"Port St. Lucie, FL",0.813728,1.645424,29.3,19.771394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,"Porterville, CA",6.419342,40.735512,10.0,98.444451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,"Portland, ME",12.974587,66.003693,22.4,45.706916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,"Portland, OR-WA",60.546041,96.627955,18.8,64.852752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,"Portsmouth, NH-ME",19.759637,78.793676,27.2,26.004735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,"Pottstown, PA",2.355083,12.379725,15.2,83.688303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,"Poughkeepsie-Newburgh, NY-NJ",4.139142,26.180691,30.9,15.736984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,"Prescott Valley-Prescott, AZ",[no data],[no data],[no data],[no data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,"Providence, RI-MA",17.773537,75.862815,21.4,50.942534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,"Provo-Orem, UT",[no data],[no data],20.5,55.904855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,"Pueblo, CO",8.067375,49.031725,20.7,54.660771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,"Racine, WI",11.753179,62.61486,11.6,95.792827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,"Raleigh, NC",10.053781,57.067468,29.0,20.636635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,"Rapid City, SD",4.859017,31.193571,19.8,59.780152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
